,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Day of the week,"1-workday, 2-Saturday, 3-Sunday, >4-untypical",Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24
20020819,1,1,846272,807122,818107,796608,778748,772458,861312,1037340,1182580,1261790,1300750,1332120,1314900,1281460,1275710,1296460,1299300,1276410,1232830,1187540,1307980,1268330,1250060,1231200
20020820,2,1,1167670,1115580,1091320,1108280,1057440,1012520,1013590,1102110,1186550,1235250,1298010,1306680,1322300,1298040,1282900,1311300,1319560,1292150,1246110,1196330,1320710,1281990,1270070,1234210
20020821,3,1,1188090,1116090,1087230,1122330,1098510,1021500,1041530,1102250,1202950,1240130,1293430,1268800,1306420,1302100,1292000,1309600,1317870,1291350,1243300,1216500,1296320,1256070,1233990,1209690
20020822,4,1,1139280,1097220,1093860,1083710,1059950,1004020,1009230,1089880,1187610,1240700,1290650,1308810,1311990,1302110,1280790,1300590,1309880,1282480,1250310,1215450,1317710,1276120,1271870,1235970
20020823,5,1,1153040,1143140,1145580,1141810,1101660,1029560,1048330,1110230,1216060,1265140,1312880,1329890,1334080,1334420,1316840,1339320,1329610,1307330,1263750,1222360,1327540,1278360,1279250,1244980
20020824,6,2,1179210,1144250,1110990,1090630,1068290,944002,895014,939345,1012180,1058780,1083740,1085230,1072300,1030490,995380,986187,974427,949918,916568,940823,1055990,1025030,982654,951329
20020825,7,3,902692,867018,839379,823082,806058,734428,723479,786756,860248,914843,958426,955033,925521,882712,875778,864482,855860,845034,868558,855365,952787,918696,894774,870270
20020826,1,1,824302,805330,800589,792876,794172,772123,882611,1054750,1180400,1260000,1280250,1316120,1328260,1324520,1270120,1280660,1287260,1265780,1226450,1190500,1298960,1243930,1202180,1198110
20020827,2,1,1151630,1103280,1095650,1080930,1057990,1003830,1001740,1058910,1170420,1231310,1274810,1282820,1291440,1270940,1246860,1278020,1285130,1265650,1229030,1192750,1317940,1256210,1237410,1239120
20020828,3,1,1166710,1120860,1087440,1086160,1081840,1017640,1004360,1085770,1171730,1250850,1265700,1296180,1302950,1291970,1291780,1299380,1304550,1277950,1251450,1214340,1326000,1248970,1240720,1201430
20020829,4,1,1132200,1084510,1072410,1086550,1075330,1013820,1025670,1101130,1186340,1242590,1282520,1300700,1304910,1282080,1257880,1302780,1296660,1274810,1242770,1228000,1306370,1257170,1233480,1208340
20020830,5,1,1156780,1102470,1095180,1084710,1068490,1029860,1035060,1076880,1184670,1221370,1270930,1291010,1299820,1297780,1294220,1341000,1328980,1288300,1254250,1207900,1312030,1250880,1244030,1211680
20020831,6,2,1049895,995976,974693,950409,909002,854463,805875,843131,910098,943936,999103,993982,997490,958139,915565,901418,892039,872078,856298,894946,975412,944035,889989,831299
20020901,7,3,885026,863968,846988,827000,780840,742610,703244,760351,831242,885386,943668,953232,924151,896058,879988,871962,865377,835474,854182,924174,969376,900720,893286,845862
20020902,1,1,812350,799254,779440,772429,761042,758458,874442,1054470,1173960,1211150,1241190,1269320,1277400,1256110,1229350,1260520,1298790,1248480,1237590,1242680,1329820,1231970,1189230,1159570
20020903,2,1,1117610,1066860,1069270,1066570,1045070,1001240,1025290,1097980,1160050,1202010,1238510,1270530,1267800,1248930,1214600,1259300,1259290,1241850,1234730,1242000,1342360,1244200,1175430,1146510
20020904,3,1,1113420,1063850,1051570,1076840,1034890,989198,1036630,1108120,1179380,1225560,1244210,1274660,1281650,1256900,1234740,1267790,1295560,1269900,1230520,1257360,1352330,1250060,1185150,1161590
20020905,4,1,1091020,1072900,1057800,1047980,1047800,995564,1012500,1093510,1177190,1240020,1280320,1297830,1303810,1266260,1259990,1303450,1308560,1284150,1253930,1281470,1347560,1247520,1193450,1188830
20020906,5,1,1139480,1072730,1071440,1065930,1039360,1026100,1040010,1115310,1193880,1220560,1271890,1289180,1294740,1261670,1262150,1297470,1305940,1273810,1259650,1271150,1312960,1218550,1210560,1178190
20020907,6,2,1129070,1088890,1082060,1061910,1000480,929402,868524,902686,979680,1021390,1056810,1089870,1058430,1020240,980048,963026,943652,926100,931644,1006940,1068670,974742,944963,920978
20020908,7,3,860598,822748,795778,801686,754994,726190,682644,723573,826908,893281,935504,933158,892086,848446,820317,825299,801888,792020,819272,919737,962364,926774,874426,848546
20020909,1,1,811052,787330,784862,794458,793736,793866,893620,1053500,1168100,1246170,1276020,1298510,1279790,1269990,1259800,1297230,1299400,1251360,1257920,1296310,1352880,1232690,1192720,1172800
20020910,2,1,1121300,1073950,1052330,1054300,1042120,1011380,1023580,1103020,1200270,1232820,1279240,1292160,1290130,1273570,1248700,1303980,1286040,1253420,1234970,1309430,1338850,1242450,1190970,1167040
20020911,3,1,1102460,1067300,1059100,1056410,1034980,1009640,1026500,1120880,1178870,1223900,1264840,1282820,1287390,1260440,1257690,1304820,1299660,1270390,1235600,1302270,1348610,1252670,1218530,1207570
20020912,4,1,1156990,1094080,1076920,1069950,1037590,1028210,1073070,1139050,1185590,1211380,1251610,1248220,1240710,1223400,1204810,1248840,1268380,1238970,1221700,1291290,1324820,1223330,1193730,1154720
20020913,5,1,1134890,1083510,1088180,1079720,1060300,1042950,1066710,1140040,1231790,1250490,1301330,1304160,1290200,1275310,1263460,1274810,1282940,1260210,1254820,1314160,1323840,1217560,1209470,1202420
20020914,6,2,1161560,1094930,1078640,1072900,1027940,966834,887282,944151,1001230,1040840,1070190,1082560,1060970,1029640,987888,987190,984187,978554,987296,1075550,1077370,1014070,972742,914908
20020915,7,3,874882,847172,813420,793657,770320,745943,714451,762572,838213,909402,941785,956864,916074,914700,888707,871382,867016,869204,914504,1030220,1014570,958374,902885,853864
20020916,1,1,831042,812063,808127,791520,808559,828330,961653,1159940,1280750,1338130,1367500,1372370,1359980,1352850,1324810,1360750,1354910,1347930,1324710,1425320,1416980,1305810,1248800,1242030
20020917,2,1,1169860,1134210,1120670,1120200,1108380,1081040,1116630,1191030,1266460,1329410,1359220,1366740,1365660,1334990,1331950,1384160,1411510,1407620,1415320,1450270,1403290,1308760,1273800,1205620
20020918,3,1,1189900,1132120,1125470,1111150,1097960,1073130,1106940,1199410,1300120,1364170,1412070,1422090,1424460,1401990,1397900,1431840,1424240,1391650,1426580,1461140,1418300,1330600,1306020,1257950
20020919,4,1,1208890,1162690,1150330,1157580,1150910,1122050,1149560,1217340,1324840,1347970,1354690,1377600,1427230,1372920,1351950,1396490,1395980,1377020,1367740,1418130,1408890,1323550,1290170,1256170
20020920,5,1,1207140,1153410,1156050,1143740,1121400,1122060,1147100,1232040,1288270,1324140,1336420,1346410,1356920,1328320,1320060,1349300,1350830,1351330,1405620,1420400,1389560,1288140,1278630,1246240
20020921,6,2,1205740,1144540,1131170,1118920,1049780,1020040,928663,957160,1005490,1072560,1119280,1116200,1096360,1057570,1034910,1003190,976930,940000,1001210,1121150,1091240,1020210,988515,946100
20020922,7,3,892846,857271,835564,829941,790554,769920,741320,809450,876268,952780,996746,1001480,973656,913968,911682,880286,873382,865484,925919,1060530,1037090,968510,924960,874984
20020923,1,1,824948,824993,806729,824096,822696,857330,997731,1164920,1289400,1345380,1391920,1403630,1408110,1380120,1386280,1424070,1454200,1434320,1451310,1456610,1414060,1310600,1289640,1287310
20020924,2,1,1216660,1181500,1161830,1169780,1142490,1141730,1174950,1287120,1405370,1450530,1492840,1494140,1497960,1499190,1465670,1513630,1512170,1477450,1506410,1536260,1496270,1400700,1345180,1314450
20020925,3,1,1239280,1181080,1158830,1174580,1165570,1150550,1195960,1303140,1411950,1447430,1482140,1500660,1508480,1519200,1504730,1517140,1517130,1519160,1540720,1542640,1501890,1413750,1377240,1345590
20020926,4,1,1273410,1247980,1233060,1221050,1213350,1200930,1253480,1354400,1428340,1466420,1468270,1515120,1538150,1515420,1471280,1444300,1461830,1433570,1462730,1546310,1506640,1397420,1377850,1344980
20020927,5,1,1300630,1253090,1238710,1246280,1216430,1209320,1255810,1336040,1432280,1469210,1512980,1531080,1527810,1519980,1514280,1526440,1536600,1536760,1551610,1525370,1472990,1379260,1373960,1338920
20020928,6,2,1289770,1245420,1235200,1198350,1192790,1144730,1089020,1114300,1170490,1214020,1267960,1289430,1262850,1229210,1194780,1174830,1156450,1149650,1223380,1287400,1228770,1169380,1154620,1086180
20020929,7,3,1031070,990496,959634,938042,905877,893134,854178,896190,975566,1035790,1069340,1077810,1018920,1017090,975738,946095,941656,951337,1027350,1148140,1114590,1068670,1042610,985022
20020930,1,1,926712,883339,897374,898825,887332,934309,1053040,1256780,1386230,1450610,1427690,1475910,1430780,1434760,1413120,1444290,1464290,1430300,1507440,1540210,1510870,1409960,1376440,1339310
20021001,2,1,1277130,1225490,1231220,1205480,1173620,1185570,1243630,1306260,1397630,1432110,1443910,1444050,1447790,1440330,1416520,1439990,1376050,1373160,1433190,1507170,1473340,1413550,1371700,1322900
20021002,3,1,1270450,1216960,1219030,1192230,1183700,1164140,1210820,1273560,1358760,1334370,1389510,1405350,1396770,1386880,1376200,1391590,1338910,1324870,1438230,1510930,1471310,1432480,1366050,1309200
20021003,4,1,1258860,1206440,1211290,1212320,1181630,1173240,1206630,1259190,1351440,1367660,1377360,1394070,1379380,1377650,1354390,1371730,1308080,1309050,1423030,1495780,1466880,1426660,1373790,1337670
20021004,5,1,1274180,1213450,1205030,1193830,1185390,1184930,1244660,1263020,1388590,1424550,1429840,1428090,1438620,1430230,1430510,1418830,1425030,1411230,1460140,1463930,1443240,1376990,1370800,1323770
20021005,6,2,1283730,1224072,1191026,1190032,1176468,1108768,1031156,1026894,1104572,1126403,1154191,1166848,1146240,1137064,1095040,1086526,1083452,1080972,1152720,1218435,1183806,1115266,1094660,1043228
20021006,7,3,975508,930988,902190,901103,858212,851434,829566,852830,946671,1016587,1065295,1085400,1041210,1014350,995647,968400,948412,963484,1080782,1144842,1097355,1047030,1015211,970288
20021007,1,1,926778,928803,919024,915939,921054,969578,1127220,1287280,1430840,1500310,1514140,1517010,1492700,1512180,1468040,1478220,1434210,1420070,1499110,1546260,1518340,1486440,1414160,1388270
20021008,2,1,1323392,1259621,1240105,1242576,1220260,1220740,1287806,1324817,1420469,1473862,1499662,1517631,1527558,1533202,1512183,1528706,1479932,1524264,1579628,1588620,1527824,1469549,1432178,1387648
20021009,3,1,1336964,1267414,1263500,1257356,1243278,1248421,1306634,1371993,1444370,1502936,1536576,1557842,1555997,1573780,1531724,1557192,1502979,1490635,1549974,1577460,1522060,1506017,1438611,1405506
20021010,4,1,1337628,1251036,1240156,1252908,1244184,1234904,1331980,1379852,1455657,1502382,1513804,1511733,1506672,1523276,1496476,1495398,1424014,1406440,1519542,1552888,1518234,1455226,1412686,1396922
20021011,5,1,1321945,1279968,1262301,1254366,1259482,1236742,1294488,1368496,1458234,1520617,1547887,1572853,1577940,1585056,1535831,1527406,1457330,1464393,1544991,1534198,1505279,1477221,1444878,1407360
20021012,6,2,1353618,1294400,1277333,1262919,1230052,1153705,1097762,1102951,1178027,1220830,1270960,1294596,1294721,1262232,1233636,1215558,1203568,1214420,1290296,1323256,1250450,1201138,1178658,1130088
20021013,7,3,1062056,1014648,992074,970151,958680,921478,903073,929704,1018298,1093100,1159878,1160784,1163002,1157680,1127526,1074200,1045418,1077603,1177510,1194944,1142146,1088138,1080485,1028774
20021014,1,1,1003620,991783,987190,977802,961194,1006700,1171010,1332160,1472640,1502530,1524860,1524060,1510880,1501900,1497990,1494230,1427100,1425660,1588300,1580070,1534110,1489580,1418790,1391210
20021015,2,1,1321570,1267700,1228460,1219720,1233580,1225440,1299670,1375170,1462790,1476270,1457190,1496220,1477290,1477200,1450810,1463160,1411230,1436490,1564970,1565170,1515230,1492610,1436870,1398470
20021016,3,1,1363100,1306540,1278950,1278550,1262610,1255890,1325700,1386720,1479600,1481060,1507370,1486660,1504310,1501600,1493110,1510410,1456640,1456940,1570250,1565830,1516630,1487790,1435310,1382260
20021017,4,1,1326270,1287770,1270550,1255130,1241470,1241540,1304610,1353950,1440420,1439380,1482870,1493220,1484100,1482210,1470690,1489710,1451640,1470180,1560310,1549060,1519640,1475400,1417900,1386281
20021018,5,1,1306160,1272120,1260950,1230060,1223960,1207030,1277180,1344380,1408800,1442360,1467740,1476320,1478470,1479800,1450500,1462960,1412220,1441200,1529860,1527570,1488320,1481480,1443930,1418190
20021019,6,2,1340400,1259800,1243080,1230710,1201630,1136910,1115320,1106740,1158390,1210750,1227610,1229640,1221700,1187710,1147700,1146620,1164500,1155740,1275150,1276770,1206060,1164460,1138450,1104440
20021020,7,3,1045940,980220,960471,935617,911329,902372,895695,907758,982206,1048310,1119430,1115720,1087670,1066600,1030170,1009530,971488,1014700,1160850,1190200,1130770,1080920,1069960,1028860
20021021,1,1,982067,958354,955843,962645,958490,1004500,1199640,1354960,1469890,1514320,1553780,1553420,1528650,1531890,1518460,1528030,1492580,1533140,1611480,1581090,1566440,1515960,1449500,1416800
20021022,2,1,1354904,1290349,1277698,1272178,1253232,1237927,1324430,1382901,1438377,1471673,1476591,1461311,1469455,1478831,1501768,1547413,1495380,1514779,1595836,1578718,1526354,1474146,1425550,1403086
20021023,3,1,1336560,1302933,1285626,1274350,1241832,1230542,1318253,1365128,1430240,1456896,1480579,1482023,1498736,1485380,1478236,1491017,1433062,1480598,1586684,1579029,1541023,1490810,1455230,1401920
20021024,4,1,1345070,1282620,1265660,1263000,1248150,1241650,1306840,1381520,1466340,1495560,1515880,1508140,1484270,1467560,1448390,1463720,1432640,1492530,1577380,1545620,1518650,1480150,1439600,1392920
20021025,5,1,1318700,1242930,1248440,1245990,1235620,1246760,1351540,1371300,1418720,1464140,1478960,1457080,1444600,1456010,1445380,1481840,1437670,1467850,1551960,1518480,1492830,1435050,1412140,1394150
20021026,6,2,1347230,1292210,1271520,1273890,1246950,1178200,1144920,1140180,1186790,1249670,1295210,1293980,1264180,1230360,1186540,1154770,1154260,1209240,1300220,1292630,1249130,1184430,1154290,1094960
20021027,7,3,1057790,994252,961678,941712,929887,916070,896288,955213,1034620,1076860,1095720,1098090,1075320,1059240,1063030,1045580,1088370,1181980,1199640,1182640,1145270,1087730,1048530,1007850
20021028,1,1,984403,978842,965915,957746,947702,996948,1136090,1331090,1473240,1517870,1541850,1551870,1528360,1537050,1486040,1523870,1567210,1652750,1641080,1580610,1535010,1447930,1404390,1378660
20021029,2,1,1323680,1274860,1277880,1269140,1254930,1247220,1285820,1347740,1435630,1476520,1518480,1515510,1503930,1506350,1453530,1478420,1532810,1631210,1613190,1582280,1560120,1493150,1436490,1404990
20021030,3,1,1348120,1288190,1287900,1275680,1265060,1243840,1321390,1397070,1447240,1510420,1551890,1542880,1522770,1542900,1495260,1611860,1633230,1659300,1631440,1600030,1552420,1514740,1451930,1425680
20021031,4,1,1360340,1297480,1277500,1281500,1283010,1271380,1305640,1395820,1465170,1473130,1518700,1526510,1531500,1538860,1531890,1592400,1610150,1648830,1616730,1583650,1538120,1501170,1442030,1391950
20021101,5,4.08,1315540,1253800,1227590,1181560,1164250,1095710,952887,938100,961122,974027,973735,973645,942397,931404,880087,871908,968688,1042430,1075820,1077770,1047030,1019990,1014320,976885
20021102,6,2,931954,901387,884632,886208,878710,856880,860415,938181,1032530,1106370,1157810,1171940,1151270,1151440,1131430,1122730,1184390,1230520,1188670,1198830,1140460,1084150,1076800,1015740
20021103,7,3,986639,952038,938532,928402,898879,877430,854150,893705,977481,1036260,1067610,1083770,1075130,1058300,1019820,1001820,1064840,1166520,1185750,1184990,1144550,1086130,1073340,1026770
20021104,1,1,999597,976122,984448,978767,973800,1013150,1146630,1342160,1490350,1553270,1553700,1549950,1540670,1566780,1539600,1585880,1603070,1667960,1634200,1600040,1569070,1517990,1462460,1417970
20021105,2,1,1366020,1322570,1312350,1308770,1310570,1291000,1339600,1428120,1518200,1553570,1590160,1589090,1592680,1615410,1592960,1638750,1684910,1702090,1673790,1622430,1583280,1553370,1509500,1467700
20021106,3,1,1404270,1335770,1347730,1352020,1308140,1327490,1373380,1440270,1520130,1560970,1593450,1578020,1580580,1571440,1552840,1603640,1663200,1743560,1698310,1686010,1638780,1577180,1528570,1503080
20021107,4,1,1423953,1392653,1366593,1359621,1351276,1326423,1381707,1456008,1533310,1559545,1563209,1574023,1578418,1570934,1552177,1597576,1660377,1698910,1678535,1632060,1591324,1561481,1523377,1467132
20021108,5,1,1428040,1363810,1356890,1352350,1357810,1325840,1389530,1435750,1507090,1547650,1570120,1574630,1577170,1574480,1564930,1577320,1634800,1652650,1618580,1564790,1512560,1476720,1447970,1423120
20021109,6,2,1352380,1295180,1302420,1282330,1277620,1220410,1158850,1177820,1250980,1322630,1348140,1355140,1348220,1351460,1289370,1265080,1361970,1396800,1341910,1304600,1252930,1196850,1174730,1112570
20021110,7,3,1068020,1036610,1022010,1003310,982467,959277,937098,975898,1089840,1159440,1204380,1201680,1192020,1163920,1115260,1085170,1163780,1212850,1205580,1210300,1164260,1147670,1130940,1097400
20021111,1,4.09,1028840,1002350,994538,980208,968960,940822,918308,955548,1055000,1130410,1174450,1194880,1179000,1186230,1161470,1140650,1223990,1254230,1252430,1253210,1204110,1170910,1146900,1105990
20021112,2,1,1066880,1062130,1067570,1039030,1059130,1096770,1225540,1403640,1547570,1606160,1618350,1622400,1625650,1650870,1605830,1636560,1701520,1740670,1707300,1681500,1625630,1593680,1530340,1495550
20021113,3,1,1417510,1362770,1348300,1343930,1325180,1327920,1353360,1449750,1522270,1549980,1572730,1572660,1540050,1557940,1545420,1603730,1695030,1721940,1699600,1649050,1623270,1571160,1532340,1487020
20021114,4,1,1423980,1382920,1364430,1353290,1332360,1338090,1389240,1458510,1528350,1574520,1575680,1570350,1581310,1586870,1572760,1607460,1680120,1701700,1689890,1647040,1621200,1552420,1515690,1486650
20021115,5,1,1415920,1366620,1344430,1350410,1346450,1325460,1363260,1404990,1469890,1499200,1521190,1530340,1526330,1513020,1483070,1528820,1622180,1631740,1604480,1534890,1484900,1449690,1434700,1414690
20021116,6,2,1336350,1287840,1265050,1258280,1212320,1164710,1108710,1126830,1184150,1241080,1282360,1275890,1271220,1238290,1210880,1231140,1322730,1336290,1311010,1289230,1215440,1160510,1111940,1078580
20021117,7,3,1002430,974394,944162,930066,910696,850813,856834,851628,953120,984034,1015690,1042520,1011060,984758,939018,946127,1091660,1146470,1138130,1143230,1084180,1045870,1034900,1004240
20021118,1,1,956222,930208,917260,917753,933759,983887,1144510,1313140,1425160,1503680,1511760,1534590,1544160,1540170,1552110,1578060,1639490,1616170,1595890,1574930,1526160,1477270,1434440,1390890
20021119,2,1,1308490,1265790,1255980,1236390,1229230,1225920,1290060,1348320,1440570,1479180,1506560,1528210,1535840,1538500,1509860,1574270,1628130,1627710,1610750,1571990,1518230,1484720,1417510,1406950
20021120,3,1,1337100,1273090,1275140,1258530,1227750,1247910,1302230,1388640,1463390,1514770,1545980,1570720,1577120,1578440,1573860,1632100,1697220,1691170,1640470,1609630,1575330,1530490,1489200,1457590
20021121,4,1,1381550,1336550,1328980,1313830,1316850,1314700,1360440,1414120,1485900,1512980,1533610,1549710,1545880,1553390,1532840,1605990,1666520,1670450,1626800,1593530,1545570,1518540,1481320,1442540
20021122,5,1,1353270,1310230,1301040,1314990,1298000,1306980,1363620,1416420,1482290,1481200,1486080,1511170,1502010,1514080,1486160,1558160,1633680,1646170,1610290,1570320,1514490,1462590,1456980,1420750
20021123,6,2,1352780,1290060,1251100,1265400,1237400,1175160,1135970,1134870,1236070,1327520,1373890,1386450,1373580,1365900,1311930,1326350,1407940,1397630,1395500,1375470,1293670,1228320,1198930,1156230
20021124,7,3,1096260,1055520,1022450,1005680,1004760,970783,935397,938392,1014908,1071790,1115660,1128524,1089820,1061941,1052746,1071096,1171150,1217180,1213360,1201490,1168490,1106110,1096610,1055540
20021125,1,1,1010370,1000540,997329,1001350,1006690,1026830,1212290,1368770,1476440,1536130,1572550,1563090,1545130,1552500,1519250,1583720,1657040,1667890,1640280,1609220,1564390,1519390,1460440,1409690
20021126,2,1,1342700,1269300,1297500,1276610,1264390,1270440,1338080,1373470,1450560,1478450,1475080,1488260,1482140,1492570,1459110,1527190,1609370,1623170,1599910,1593750,1520550,1477780,1448430,1405240
20021127,3,1,1345300,1317290,1302240,1308820,1290920,1265590,1318070,1393140,1492280,1527410,1571900,1578820,1593440,1583260,1552690,1620730,1661960,1641080,1629730,1587860,1540520,1518830,1466980,1434580
20021128,4,1,1385890,1324400,1283910,1300850,1289340,1252270,1318220,1383800,1462010,1497680,1558210,1587980,1584760,1594420,1558270,1631630,1670060,1658280,1606260,1599490,1564290,1520540,1479350,1431910
20021129,5,1,1376700,1296310,1295450,1305210,1292680,1283400,1339860,1404580,1478890,1532090,1587670,1600680,1591490,1627230,1600530,1659480,1677560,1697210,1603370,1578620,1521680,1491140,1455430,1411920
20021130,6,2,1345260,1315360,1282020,1266260,1248830,1191160,1148360,1159990,1246980,1317270,1381090,1390080,1364770,1321400,1263260,1307170,1407420,1411120,1362960,1328200,1264900,1203060,1196520,1149790
20021201,7,3,1087040,1052780,1032090,1022410,990165,942565,931259,946076,1010110,1072820,1123180,1142300,1125260,1107460,1084620,1095420,1173530,1212770,1219040,1224640,1176800,1135140,1107840,1062480
20021202,1,1,1016070,988652,990672,989804,988178,1020470,1172630,1331360,1453280,1508120,1547220,1559930,1555580,1579120,1547990,1604970,1661640,1653820,1628350,1597880,1565350,1521660,1461080,1419550
20021203,2,1,1350750,1301420,1287010,1296380,1266460,1258760,1360450,1432060,1523470,1560730,1601880,1619770,1615690,1612890,1610920,1673280,1725700,1700690,1648860,1631930,1590180,1526830,1473710,1458030
20021204,3,1,1378600,1338780,1336490,1323190,1293370,1248600,1262330,1311820,1335880,1339490,1361900,1343690,1335780,1361300,1346290,1372910,1438080,1425530,1382750,1368900,1307900,1284720,1270380,1205170
20021205,4,1,1147170,1112400,1090290,1087390,1075760,1097520,1238280,1393810,1514700,1594160,1635640,1641180,1669340,1693220,1675930,1735380,1749420,1724410,1686950,1660310,1619120,1588950,1548120,1515820
20021206,5,1,1456390,1389400,1404260,1384150,1380400,1357860,1420820,1506460,1581810,1628110,1682550,1716800,1715090,1754280,1716970,1766600,1793730,1761180,1708100,1651130,1609030,1608330,1600120,1553640
20021207,6,2,1479100,1426760,1411970,1395340,1370660,1319810,1299410,1326310,1394220,1467240,1515450,1534410,1542240,1538450,1464410,1497040,1588740,1579060,1557900,1544160,1491990,1439860,1412840,1355820
20021208,7,3,1277880,1240230,1227440,1216020,1182930,1137180,1091430,1114880,1170860,1246450,1312070,1315000,1283320,1299720,1259750,1268090,1360560,1394810,1363880,1384570,1349370,1312170,1314930,1263240
20021209,1,1,1220510,1197630,1194030,1197490,1196360,1247350,1393520,1579480,1694530,1756400,1788930,1807260,1802950,1810840,1788700,1818220,1882590,1864080,1834180,1839770,1792810,1751790,1712570,1651800
20021210,2,1,1575070,1518260,1497760,1492640,1478100,1478340,1541060,1651930,1742720,1766760,1788510,1786820,1822460,1823520,1781830,1827970,1914890,1894290,1878740,1846440,1824470,1744720,1681470,1654840
20021211,3,1,1577220,1523520,1499030,1488330,1484620,1473460,1553290,1618030,1715850,1763430,1789950,1788020,1795000,1823920,1804110,1833450,1927600,1915680,1886280,1871080,1824410,1774790,1728400,1683530
20021212,4,1,1610200,1552530,1547920,1539770,1535490,1524160,1584210,1665400,1758500,1812650,1848300,1840460,1835630,1835700,1823590,1845720,1942530,1930530,1868050,1849850,1806290,1755470,1738510,1677700
20021213,5,1,1610550,1534870,1537990,1522790,1493820,1499850,1568210,1654690,1735930,1783480,1800190,1800810,1787370,1809210,1803090,1824490,1883310,1866870,1842070,1817500,1769290,1734430,1715810,1688900
20021214,6,2,1604550,1538730,1517180,1506070,1493930,1445850,1407430,1460040,1541230,1589980,1637510,1623860,1628230,1619200,1551710,1570230,1713830,1696260,1654440,1623170,1601710,1534260,1509470,1457820
20021215,7,3,1380470,1324700,1307400,1295520,1267950,1231190,1165990,1179160,1238130,1305160,1355350,1355790,1341110,1361950,1333110,1341120,1403220,1434210,1419440,1422520,1382840,1337550,1319570,1259370
20021216,1,1,1181740,1168760,1176940,1176230,1172940,1215330,1358900,1541480,1689290,1754950,1793420,1797410,1779620,1811170,1793430,1805290,1850130,1855880,1817790,1772560,1740840,1698910,1622580,1568620
20021217,2,1,1498100,1444650,1460460,1455120,1435850,1441170,1494370,1587570,1669630,1705940,1756320,1765120,1750980,1782990,1753520,1819130,1879100,1860170,1853690,1808380,1740480,1700330,1638860,1585880
20021218,3,1,1520840,1470470,1454700,1454830,1430920,1436980,1470140,1598010,1685770,1752540,1755130,1761780,1768590,1783810,1765510,1822960,1885380,1873540,1835760,1813920,1759860,1727080,1674290,1605230
20021219,4,1,1528150,1466450,1439850,1438060,1424480,1427540,1486590,1557560,1643600,1657470,1691140,1708400,1693050,1725400,1706200,1756290,1856610,1859510,1848350,1822860,1776050,1740590,1679810,1620030
20021220,5,1,1561340,1501680,1493660,1481460,1466350,1466200,1478290,1581020,1662130,1683820,1679490,1691550,1693960,1719180,1700110,1740370,1858800,1867760,1831470,1781710,1740520,1726010,1669640,1617040
20021221,6,2,1545450,1488820,1476600,1442070,1422050,1358980,1337830,1360340,1440820,1541750,1591290,1593110,1563810,1559850,1522440,1565240,1677450,1683100,1675490,1599420,1581790,1492650,1471030,1382830
20021222,7,3,1316440,1253820,1224020,1180340,1167930,1123670,1067990,1120840,1166270,1240120,1267260,1285400,1280620,1256790,1256060,1277930,1389920,1423300,1418170,1416280,1371080,1334570,1310110,1251910
20021223,1,1,1183790,1149970,1147510,1152350,1134890,1156740,1245100,1402430,1582890,1646120,1670910,1696320,1684390,1713020,1701630,1713040,1827180,1820260,1831540,1783070,1777770,1735350,1687250,1615460
20021224,2,4.1,1504950,1414080,1416020,1389020,1349050,1296780,1299640,1376980,1465480,1533410,1540680,1526460,1499800,1495620,1454310,1465540,1548780,1419790,1301540,1254350,1225930,1232560,1273420,1245320
20021225,3,4.11,1164340,1133320,1097670,1064980,1040560,1023030,1011590,1026020,1070990,1139030,1161150,1160880,1130010,1140970,1128970,1128900,1251310,1282030,1277590,1298050,1281570,1273130,1289480,1243830
20021226,4,4.12,1160860,1139040,1115580,1089170,1071350,1050510,1031560,1060250,1123800,1195150,1219680,1230090,1200200,1196780,1171040,1156530,1289880,1316810,1290030,1303920,1289070,1271790,1286450,1233180
20021227,5,1,1181540,1148520,1134190,1111040,1106260,1132850,1192160,1289150,1438460,1547550,1588360,1607730,1581180,1610160,1605880,1612920,1734240,1739280,1707190,1657750,1609550,1558190,1533510,1495150
20021228,6,2,1410730,1360340,1343590,1339520,1311630,1255750,1227280,1253000,1345560,1452070,1506070,1513900,1487180,1470690,1435760,1453840,1572780,1583900,1558580,1534880,1478840,1411970,1364540,1344190
20021229,7,3,1276290,1209980,1196890,1177860,1122550,1077800,1042620,1058800,1108170,1194120,1237450,1255890,1226330,1240950,1237340,1233680,1295290,1337620,1334680,1327870,1297590,1258290,1235060,1162320
20021230,1,1,1125260,1085860,1062760,1061760,1094940,1108320,1196080,1339920,1470020,1570770,1620350,1638380,1619040,1655300,1614860,1654470,1721560,1727940,1691810,1659870,1629080,1576770,1532790,1481430
20021231,2,4.13,1397170,1330440,1315980,1310070,1294220,1270550,1287060,1335020,1417570,1461130,1488280,1496640,1469410,1452220,1385670,1371780,1480470,1465310,1416020,1351640,1239560,1199840,1136670,1096200
